"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","Gene"
"1",14,23,12,9,11,17,11,7,19,17,"0610007C21Rik"
"2",0,5,2,1,5,1,0,1,1,4,"0610007L01Rik"
"3",1,0,2,1,0,0,1,0,0,4,"0610007P08Rik"
"4",11,16,13,9,1,6,9,3,2,6,"0610007P14Rik"
"5",0,1,3,2,3,0,1,0,3,1,"0610007P22Rik"
"6",3,0,2,1,1,2,1,3,0,6,"0610009B22Rik"
"7",7,8,7,9,5,5,6,3,5,4,"0610009D07Rik"
"8",0,1,1,0,0,2,1,0,0,3,"0610009L18Rik"
"9",2,4,4,3,4,3,5,4,5,2,"0610009O20Rik"
"10",0,0,4,1,3,1,0,3,1,2,"0610010F05Rik"
"11",8,2,8,5,8,5,11,6,6,7,"0610010K14Rik"
"12",1,1,1,3,1,1,2,4,5,5,"0610010O12Rik"
"13",3,1,0,1,0,2,0,0,1,3,"0610011F06Rik"
"14",1,1,2,2,3,0,1,2,2,0,"0610011L14Rik"
"15",2,8,1,2,4,2,1,1,2,2,"0610012G03Rik"
"16",2,0,3,0,0,1,1,0,0,0,"0610030E20Rik"
"17",5,13,13,5,0,13,3,8,7,12,"0610031J06Rik"
"18",2,1,3,0,2,2,4,4,2,2,"0610037L13Rik"
"19",3,3,8,0,1,3,3,6,2,3,"0610037P05Rik"
"20",0,0,0,0,0,0,1,0,1,0,"0610040B10Rik"
"21",0,0,7,5,3,2,7,2,2,2,"0610040J01Rik"
"22",9,5,5,6,8,8,2,8,8,3,"0910001L09Rik"
"23",3,0,1,0,1,1,1,0,1,3,"1110001A16Rik"
"24",6,0,7,3,6,7,2,5,5,3,"1110001J03Rik"
"25",7,11,17,9,11,10,12,9,11,9,"1110002B05Rik"
"26",2,0,0,0,0,0,0,1,0,0,"1110002L01Rik"
"27",0,0,0,1,0,0,0,0,0,0,"1110002N22Rik"
"28",12,5,1,4,3,3,11,5,3,5,"1110003E01Rik"
"29",1,1,4,3,3,4,1,0,0,2,"1110004E09Rik"
"30",9,6,5,4,7,7,13,6,7,6,"1110004F10Rik"
"31",0,0,1,0,0,0,1,1,0,0,"1110005A03Rik"
"32",4,1,6,2,11,9,0,9,4,5,"1110007C09Rik"
"33",4,11,11,7,10,28,4,3,10,8,"1110008F13Rik"
"34",2,0,2,0,1,0,1,2,8,0,"1110008J03Rik"
"35",0,1,1,0,0,1,0,0,1,1,"1110008L16Rik"
"36",0,3,4,9,6,4,8,2,1,1,"1110008P14Rik"
"37",8,5,4,3,2,0,3,2,3,7,"1110012D08Rik"
"38",0,0,2,1,1,0,0,0,1,2,"1110012J17Rik"
"39",2,1,2,0,0,0,3,3,0,0,"1110012L19Rik"
"40",2,6,1,3,3,4,8,1,1,8,"1110014N23Rik"
"41",0,0,0,0,0,0,0,0,0,0,"1110017D15Rik"
"42",1,1,8,2,0,4,1,2,1,1,"1110018G07Rik"
"43",0,0,15,1,0,1,2,5,0,2,"1110018J18Rik"
"44",0,0,1,3,5,2,10,5,9,3,"1110020G09Rik"
"45",2,2,1,7,1,0,7,2,6,0,"1110021J02Rik"
"46",4,1,0,1,4,0,4,3,0,5,"1110021L09Rik"
"47",0,0,0,1,0,0,0,1,0,0,"1110028C15Rik"
"48",2,1,0,0,1,0,0,0,1,1,"1110031I02Rik"
"49",0,1,0,2,1,0,1,5,1,0,"1110032A03Rik"
"50",0,1,1,2,0,0,0,0,0,0,"1110032F04Rik"
"51",1,0,0,1,0,0,0,2,0,0,"1110034A24Rik"
"52",0,1,0,0,1,1,2,0,0,1,"1110034B05Rik"
"53",2,1,1,3,2,1,0,3,0,0,"1110034G24Rik"
"54",1,1,0,2,0,1,0,1,3,0,"1110037F02Rik"
"55",3,12,2,10,6,7,8,2,3,6,"1110038B12Rik"
"56",5,0,2,0,0,0,0,0,4,0,"1110038D17Rik"
"57",3,3,3,0,1,1,3,0,2,4,"1110038F14Rik"
"58",3,2,4,3,5,0,4,5,2,2,"1110049F12Rik"
"59",0,2,3,2,5,0,2,1,5,5,"1110051M20Rik"
"60",0,0,1,0,3,0,3,0,0,0,"1110054M08Rik"
"61",3,0,0,1,3,4,0,0,1,1,"1110054O05Rik"
"62",5,0,3,5,10,0,3,3,8,7,"1110057K04Rik"
"63",0,1,5,0,2,1,1,1,1,0,"1110058L19Rik"
"64",2,0,3,3,0,0,2,2,2,0,"1110059E24Rik"
"65",0,0,0,0,0,4,0,0,0,0,"1110059G10Rik"
"66",1,8,9,20,7,5,2,4,1,10,"1110065P20Rik"
"67",2,4,2,2,2,2,10,1,7,0,"1110067D22Rik"
"68",0,0,2,0,0,0,0,1,0,0,"1190002F15Rik"
"69",13,11,17,20,3,2,15,10,2,6,"1190002H23Rik"
"70",2,0,3,0,0,2,1,3,2,0,"1190002N15Rik"
"71",0,0,1,0,0,0,0,1,0,2,"1190005F20Rik"
"72",0,0,0,1,0,0,0,0,0,0,"1190005I06Rik"
"73",0,0,2,0,6,0,1,0,1,0,"1190007F08Rik"
"74",1,0,0,0,1,0,1,0,0,0,"1190007I07Rik"
"75",2,1,2,3,0,0,0,0,0,4,"1200011I18Rik"
"76",0,0,2,0,0,0,1,0,1,1,"1200011M11Rik"
"77",1,0,3,0,1,3,0,0,0,0,"1200014J11Rik"
"78",0,0,1,0,0,0,0,0,0,0,"1200016B10Rik"
"79",1,3,3,3,6,4,2,0,4,3,"1300001I01Rik"
"80",0,0,0,1,1,0,1,1,1,0,"1300002E11Rik"
"81",1,0,0,2,3,0,3,1,1,4,"1300010F03Rik"
"82",0,1,3,1,1,1,5,0,4,3,"1300014I06Rik"
"83",0,1,0,3,2,3,1,2,2,1,"1300018I17Rik"
"84",1,0,1,1,2,4,8,3,2,0,"1300018J18Rik"
"85",2,2,1,1,2,2,1,0,0,0,"1500001M20Rik"
"86",5,0,1,4,1,5,9,1,0,1,"1500002O20Rik"
"87",7,6,1,2,2,8,5,9,0,3,"1500003O03Rik"
"88",1,2,13,6,2,1,1,1,11,4,"1500009C09Rik"
"89",6,1,1,5,1,0,0,3,0,3,"1500009L16Rik"
"90",0,5,0,1,1,1,0,2,1,2,"1500010J02Rik"
"91",5,7,6,1,7,4,5,4,2,4,"1500011B03Rik"
"92",4,5,3,6,2,1,8,0,0,1,"1500011H22Rik"
"93",1,4,2,3,0,1,1,0,3,2,"1500011K16Rik"
"94",3,6,6,7,9,10,9,3,4,10,"1500012F01Rik"
"95",2,2,1,0,0,0,4,2,2,0,"1500015A07Rik"
"96",0,1,0,0,0,0,2,0,0,1,"1500016L03Rik"
"97",2,2,7,1,4,2,2,0,0,2,"1500031L02Rik"
"98",24,21,23,14,13,31,19,18,7,16,"1500032L24Rik"
"99",0,0,0,2,0,0,0,0,0,1,"1520402A15Rik"
"100",0,0,0,0,0,0,0,0,0,1,"1600002H07Rik"
"101",0,0,1,2,0,0,0,0,0,0,"1600002K03Rik"
"102",0,0,0,0,1,0,0,2,0,0,"1600012F09Rik"
"103",2,5,0,2,0,1,3,1,4,1,"1600012H06Rik"
"104",3,4,0,0,2,2,0,0,0,0,"1600014C10Rik"
"105",6,1,4,1,1,4,3,3,0,4,"1600020E01Rik"
"106",3,1,1,3,3,2,1,2,1,1,"1600021P15Rik"
"107",1,3,4,0,1,0,3,0,0,0,"1600027N09Rik"
"108",1,0,0,0,0,0,1,0,1,0,"1700001L19Rik"
"109",0,2,0,0,2,0,0,0,1,1,"1700001O22Rik"
"110",3,0,0,0,0,0,0,0,0,0,"1700001P01Rik"
"111",0,1,1,0,0,1,3,0,0,0,"1700003E16Rik"
"112",0,0,0,0,0,0,0,1,0,0,"1700003F12Rik"
"113",0,2,0,0,0,0,0,0,2,0,"1700003M07Rik"
"114",0,0,0,0,0,0,0,0,0,0,"1700007K13Rik"
"115",0,0,0,0,0,0,0,0,0,0,"1700008J07Rik"
"116",0,0,0,0,0,0,0,0,0,0,"1700009P17Rik"
"117",1,1,0,2,1,0,2,0,0,0,"1700012B15Rik"
"118",0,0,1,0,0,0,0,0,0,0,"1700016K19Rik"
"119",2,1,0,2,1,1,1,2,6,0,"1700017B05Rik"
"120",0,0,0,0,0,0,0,0,0,0,"1700019D03Rik"
"121",0,0,2,2,1,2,2,0,0,0,"1700019E19Rik"
"122",0,0,1,0,1,1,0,0,1,2,"1700019G17Rik"
"123",2,3,5,3,9,1,5,5,2,1,"1700020I14Rik"
"124",0,0,0,0,0,0,0,0,0,0,"1700020L24Rik"
"125",5,1,4,1,2,0,2,0,3,1,"1700020O03Rik"
"126",1,0,0,0,0,1,0,0,0,2,"1700021C14Rik"
"127",0,0,2,2,0,1,5,1,0,1,"1700021F05Rik"
"128",5,5,4,6,7,2,2,2,1,8,"1700021K19Rik"
"129",0,0,3,0,0,1,0,0,2,1,"1700025G04Rik"
"130",0,0,0,3,1,4,1,0,1,1,"1700025K23Rik"
"131",0,0,0,0,0,0,0,0,0,0,"1700027A23Rik"
"132",4,5,2,2,0,1,2,2,8,7,"1700027L20Rik"
"133",0,0,1,1,0,1,1,4,0,0,"1700029F09Rik"
"134",2,0,0,0,0,0,0,0,2,0,"1700029G01Rik"
"135",0,0,0,2,0,0,0,0,0,1,"1700029J07Rik"
"136",0,1,0,1,2,0,0,0,3,3,"1700030K09Rik"
"137",1,1,0,0,1,0,5,0,0,1,"1700034H14Rik"
"138",0,0,0,0,0,0,0,0,0,0,"1700037C18Rik"
"139",3,1,1,6,3,0,7,3,2,1,"1700037H04Rik"
"140",0,1,2,3,0,0,0,4,0,1,"1700040I03Rik"
"141",0,1,0,0,2,0,0,0,0,1,"1700045I19Rik"
"142",2,0,1,4,0,1,1,1,0,2,"1700047M11Rik"
"143",1,2,0,1,0,0,1,0,0,0,"1700048O20Rik"
"144",0,0,0,0,0,0,0,0,0,0,"1700052K11Rik"
"145",0,0,2,0,0,0,0,0,1,0,"1700052N19Rik"
"146",0,0,0,0,0,0,1,0,0,0,"1700054N08Rik"
"147",5,5,1,0,6,2,8,0,1,0,"1700066M21Rik"
"148",7,1,2,0,3,0,6,1,1,1,"1700081L11Rik"
"149",3,1,0,3,1,1,0,2,0,1,"1700084C01Rik"
"150",5,6,19,11,9,6,7,5,5,10,"1700086L19Rik"
"151",0,0,0,0,0,0,0,0,0,0,"1700086O06Rik"
"152",0,0,0,0,0,0,0,0,0,0,"1700088E04Rik"
"153",0,0,0,0,0,0,0,0,0,0,"1700094D03Rik"
"154",0,0,0,0,1,0,0,0,2,0,"1700096K18Rik"
"155",1,0,1,1,0,1,1,0,0,2,"1700106N22Rik"
"156",0,0,0,0,0,0,0,0,0,0,"1700112E06Rik"
"157",1,1,4,0,5,0,3,3,1,1,"1700123O20Rik"
"158",19,8,2,18,21,8,22,7,13,12,"1810006K21Rik"
"159",1,3,3,2,1,2,1,0,0,1,"1810008A18Rik"
"160",1,0,5,1,0,0,3,0,2,4,"1810009A15Rik"
"161",2,0,1,0,2,0,0,1,0,0,"1810010H24Rik"
"162",0,0,0,0,0,1,0,0,1,1,"1810011H11Rik"
"163",1,0,2,1,2,3,1,6,6,0,"1810011O10Rik"
"164",1,0,0,0,0,3,0,0,0,0,"1810012P15Rik"
"165",5,3,1,2,4,3,0,4,3,5,"1810013D10Rik"
"166",1,3,4,0,4,3,2,2,3,4,"1810013L24Rik"
"167",0,0,2,0,0,0,0,0,0,0,"1810014B01Rik"
"168",1,0,3,0,1,0,7,0,1,3,"1810014F10Rik"
"169",7,4,5,4,1,6,0,0,1,11,"1810020D17Rik"
"170",0,0,0,0,0,0,0,0,0,1,"1810024B03Rik"
"171",0,4,0,0,1,0,2,1,1,3,"1810026B05Rik"
"172",6,2,1,4,3,4,10,6,1,1,"1810026J23Rik"
"173",15,14,31,14,20,7,13,18,19,10,"1810027O10Rik"
"174",2,4,0,1,0,1,0,0,0,1,"1810029B16Rik"
"175",0,0,1,2,0,0,2,1,3,0,"1810030N24Rik"
"176",1,0,2,2,1,1,0,0,2,2,"1810030O07Rik"
"177",2,6,2,3,1,4,10,2,3,1,"1810031K17Rik"
"178",1,1,0,2,0,0,3,0,1,3,"1810032O08Rik"
"179",15,2,7,4,7,17,3,4,4,6,"1810035L17Rik"
"180",8,3,9,9,5,13,9,3,14,6,"1810037I17Rik"
"181",4,8,2,9,6,2,2,7,0,1,"1810041L15Rik"
"182",0,3,1,1,2,0,0,0,0,1,"1810043G02Rik"
"183",2,0,3,2,2,4,0,2,1,5,"1810043H04Rik"
"184",0,0,1,1,0,0,0,0,2,0,"1810044D09Rik"
"185",3,6,15,14,7,0,5,4,5,11,"1810046J19Rik"
"186",2,4,0,1,0,1,2,2,0,2,"1810048J11Rik"
"187",0,0,0,1,0,0,0,0,0,0,"1810049H13Rik"
"188",2,0,4,0,1,5,1,1,2,2,"1810055G02Rik"
"189",2,4,5,4,5,12,5,5,6,2,"1810058I24Rik"
"190",1,0,2,2,0,0,1,2,2,3,"1810063B05Rik"
"191",2,0,0,0,0,4,0,0,0,1,"1810063B07Rik"
"192",1,1,1,0,5,1,1,1,0,1,"1810074P20Rik"
"193",0,0,0,1,3,1,2,1,1,6,"2010002N04Rik"
"194",1,1,0,0,3,3,3,0,3,2,"2010007H12Rik"
"195",1,1,2,2,1,3,2,0,0,4,"2010011I20Rik"
"196",0,0,2,1,0,3,1,0,2,2,"2010012O05Rik"
"197",2,0,0,1,0,0,0,0,1,0,"2010015L04Rik"
"198",4,1,3,3,1,0,3,1,5,8,"2010106G01Rik"
"199",21,19,29,21,20,25,33,45,16,16,"2010107E04Rik"
"200",0,0,0,0,0,2,0,0,1,1,"2010107G23Rik"
"201",0,4,0,4,0,3,7,4,2,0,"2010107H07Rik"
"202",0,1,0,0,1,0,1,0,2,0,"2010109K11Rik"
"203",0,0,0,0,0,0,0,2,0,0,"2010110P09Rik"
"204",0,0,0,1,0,0,0,0,0,0,"2010111I01Rik"
"205",0,0,0,0,0,1,1,0,0,0,"2010300C02Rik"
"206",0,1,0,0,0,0,1,0,0,0,"2010305A19Rik"
"207",0,0,2,3,0,2,4,6,1,1,"2010317E24Rik"
"208",4,0,0,1,0,0,1,0,1,0,"2010320M18Rik"
"209",3,3,2,3,1,3,1,4,0,0,"2010321M09Rik"
"210",0,0,0,0,0,3,0,0,0,3,"2200002K05Rik"
"211",0,0,0,1,0,1,0,0,0,0,"2210009G21Rik"
"212",0,0,1,0,0,0,0,0,0,0,"2210012G02Rik"
"213",3,1,3,4,3,0,1,5,8,7,"2210013O21Rik"
"214",5,6,1,0,0,2,2,1,0,4,"2210015D19Rik"
"215",0,0,0,1,0,0,2,1,0,2,"2210016F16Rik"
"216",4,1,4,1,13,1,4,2,3,3,"2210016L21Rik"
"217",1,0,0,0,2,3,3,0,1,2,"2210018M11Rik"
"218",7,1,0,4,3,0,2,1,0,4,"2210021J22Rik"
"219",2,0,2,0,1,2,1,0,1,0,"2210403K04Rik"
"220",1,0,0,1,0,0,1,0,2,0,"2210404J11Rik"
"221",0,0,0,0,0,0,1,2,0,0,"2210408F21Rik"
"222",0,0,2,0,0,0,0,0,0,0,"2210408I21Rik"
"223",0,0,0,1,0,0,0,0,0,1,"2210411K11Rik"
"224",6,1,0,0,1,0,2,3,0,4,"2300009A05Rik"
"225",8,1,13,1,4,3,3,2,4,4,"2310001A20Rik"
"226",3,2,0,7,1,1,1,0,0,1,"2310003C23Rik"
"227",11,11,6,9,4,7,5,1,10,8,"2310003F16Rik"
"228",6,0,1,2,0,1,3,1,1,1,"2310003H01Rik"
"229",2,2,2,1,0,0,0,1,0,2,"2310003L22Rik"
"230",0,1,0,0,3,0,0,0,1,2,"2310004I24Rik"
"231",7,3,0,1,5,5,8,2,6,0,"2310004N24Rik"
"232",0,0,0,1,0,1,1,1,2,1,"2310008H04Rik"
"233",2,2,2,1,0,1,0,0,2,2,"2310008H09Rik"
"234",2,0,1,1,0,1,0,1,0,0,"2310009A05Rik"
"235",2,1,1,0,0,0,2,2,0,0,"2310009B15Rik"
"236",1,2,2,1,1,2,0,2,3,2,"2310011J03Rik"
"237",1,5,0,2,5,11,2,11,8,4,"2310014H01Rik"
"238",1,1,0,0,1,0,1,2,1,2,"2310015A10Rik"
"239",1,5,4,8,2,15,12,5,2,3,"2310016C08Rik"
"240",2,3,3,4,4,4,10,10,3,6,"2310016M24Rik"
"241",3,8,8,5,6,5,10,8,1,3,"2310021P13Rik"
"242",1,4,0,0,0,1,1,0,0,0,"2310022A10Rik"
"243",4,8,9,7,11,7,7,5,11,6,"2310022B05Rik"
"244",2,3,11,4,11,2,8,4,0,13,"2310028H24Rik"
"245",1,4,2,9,5,3,4,1,5,3,"2310028O11Rik"
"246",0,0,0,0,0,0,2,2,0,1,"2310030N02Rik"
"247",0,2,0,2,1,0,0,1,0,3,"2310033P09Rik"
"248",1,1,1,1,5,0,1,0,1,3,"2310035C23Rik"
"249",1,0,1,1,0,0,2,1,1,1,"2310035K24Rik"
"250",7,6,6,11,12,12,10,12,7,12,"2310036O22Rik"
"251",0,0,1,0,0,0,0,2,2,2,"2310037I24Rik"
"252",1,0,0,1,1,1,1,2,0,0,"2310039H08Rik"
"253",1,0,0,0,0,1,0,0,0,1,"2310042D19Rik"
"254",1,0,1,4,1,1,1,1,2,3,"2310044G17Rik"
"255",10,2,11,10,22,19,12,7,11,17,"2310044H10Rik"
"256",4,2,3,2,0,1,5,3,2,8,"2310045N01Rik"
"257",0,0,0,0,1,1,0,0,0,0,"2310046A06Rik"
"258",1,1,1,0,0,1,0,0,0,0,"2310046K01Rik"
"259",1,6,2,1,0,3,0,0,1,0,"2310046O06Rik"
"260",1,0,1,1,4,2,0,1,1,2,"2310047B19Rik"
"261",0,0,0,2,0,6,1,0,6,2,"2310047M10Rik"
"262",1,0,2,0,2,0,1,2,0,0,"2310057J16Rik"
"263",1,1,0,1,0,0,0,0,0,1,"2310057M21Rik"
"264",0,2,0,0,0,2,0,1,1,0,"2310061C15Rik"
"265",1,1,7,0,3,5,1,3,0,12,"2310061I04Rik"
"266",0,0,0,0,1,0,1,2,0,1,"2310061J03Rik"
"267",2,0,4,0,4,0,3,3,2,3,"2310067B10Rik"
"268",1,0,0,1,0,0,0,0,0,2,"2310069G16Rik"
"269",6,7,3,7,6,1,6,4,5,10,"2400001E08Rik"
"270",3,2,15,6,4,15,9,9,14,13,"2400003C14Rik"
"271",2,4,1,6,5,3,3,1,5,3,"2410001C21Rik"
"272",7,3,4,5,8,2,3,1,3,7,"2410002F23Rik"
"273",2,0,5,0,3,0,0,0,0,1,"2410002I01Rik"
"274",2,0,1,1,1,0,2,2,1,2,"2410002O22Rik"
"275",4,0,3,1,5,0,1,3,0,2,"2410003K15Rik"
"276",3,0,2,4,14,0,1,5,0,3,"2410004B18Rik"
"277",1,1,0,1,1,3,1,5,4,0,"2410004N09Rik"
"278",0,0,0,0,0,0,0,0,0,0,"2410004P03Rik"
"279",25,11,21,8,27,15,14,12,16,14,"2410006H16Rik"
"280",13,6,1,5,1,13,2,7,3,5,"2410015M20Rik"
"281",0,2,0,0,0,0,0,1,2,3,"2410016O06Rik"
"282",0,0,1,1,3,3,1,3,1,4,"2410017P09Rik"
"283",0,0,0,0,0,0,0,0,0,0,"2410018M08Rik"
"284",0,3,3,2,3,3,1,1,1,2,"2410022L05Rik"
"285",2,2,2,2,0,0,2,1,1,0,"2410042D21Rik"
"286",14,2,2,0,5,2,6,5,2,4,"2410066E13Rik"
"287",0,0,0,0,1,0,0,0,0,0,"2410075B13Rik"
"288",1,1,0,0,0,0,0,0,0,2,"2410076I21Rik"
"289",0,2,2,1,0,1,2,1,0,0,"2410089E03Rik"
"290",7,1,1,3,0,1,1,3,1,4,"2410091C18Rik"
"291",0,0,0,0,0,0,1,0,0,0,"2410127L17Rik"
"292",0,4,1,2,1,1,2,0,1,1,"2410131K14Rik"
"293",24,22,19,12,11,21,12,15,12,16,"2500003M10Rik"
"294",1,0,0,2,0,0,0,0,0,0,"2500004C02Rik"
"295",0,0,1,3,0,0,5,1,0,0,"2510002D24Rik"
"296",0,6,12,3,4,2,8,1,11,3,"2510003E04Rik"
"297",14,15,17,9,12,10,7,10,9,7,"2510006D16Rik"
"298",3,6,4,2,1,1,2,4,2,2,"2510009E07Rik"
"299",1,2,1,0,1,2,1,1,0,3,"2510012J08Rik"
"300",5,5,2,4,4,1,6,6,6,5,"2510039O18Rik"
"301",4,2,1,2,3,3,1,8,1,1,"2610001J05Rik"
"302",0,0,3,2,0,1,0,1,0,3,"2610002I17Rik"
"303",1,1,9,1,0,2,0,3,0,1,"2610002J02Rik"
"304",0,0,1,0,0,1,0,4,0,0,"2610002M06Rik"
"305",1,0,3,2,2,1,0,0,0,1,"2610005L07Rik"
"306",0,0,0,0,0,0,0,2,2,0,"2610015P09Rik"
"307",10,3,7,5,4,7,7,1,3,3,"2610017I09Rik"
"308",0,0,0,0,0,0,0,0,0,1,"2610018G03Rik"
"309",2,0,2,2,2,10,6,5,2,1,"2610019F03Rik"
"310",0,0,0,0,0,0,0,0,0,0,"2610020H08Rik"
"311",5,0,2,1,2,0,0,1,0,0,"2610024G14Rik"
"312",2,2,0,1,0,0,3,0,1,0,"2610027L16Rik"
"313",0,0,0,1,0,0,5,0,1,0,"2610029G23Rik"
"314",0,0,0,0,0,0,1,0,0,0,"2610029I01Rik"
"315",0,0,2,0,0,0,1,0,0,0,"2610034B18Rik"
"316",0,0,0,1,0,0,0,0,0,1,"2610034M16Rik"
"317",6,1,3,2,3,0,8,2,2,0,"2610035D17Rik"
"318",3,2,0,2,0,0,2,2,2,0,"2610039C10Rik"
"319",0,0,1,1,1,0,1,0,0,0,"2610044O15Rik"
"320",0,0,0,0,2,1,2,1,1,0,"2610100L16Rik"
"321",1,2,2,0,4,2,0,1,1,3,"2610101N10Rik"
"322",0,4,1,3,1,2,1,0,1,2,"2610109H07Rik"
"323",2,1,2,0,3,2,2,1,0,5,"2610203C20Rik"
"324",1,1,1,0,7,0,1,1,0,0,"2610301B20Rik"
"325",2,3,2,3,3,2,3,2,0,4,"2610301G19Rik"
"326",0,0,0,0,0,2,0,0,1,0,"2610305D13Rik"
"327",1,0,0,1,1,1,1,0,0,1,"2610306M01Rik"
"328",6,9,3,3,5,7,5,7,6,4,"2610507B11Rik"
"329",0,0,1,0,1,0,1,0,1,0,"2610524H06Rik"
"330",0,2,0,0,1,1,0,0,0,0,"2610528A11Rik"
"331",0,0,1,1,1,0,0,0,0,0,"2610528E23Rik"
"332",0,0,2,0,0,2,0,0,4,0,"2700007P21Rik"
"333",0,0,0,0,0,0,0,0,0,0,"2700023E23Rik"
"334",2,2,2,3,0,4,4,8,4,7,"2700029M09Rik"
"335",0,0,0,1,2,0,1,0,0,0,"2700049A03Rik"
"336",0,3,2,1,2,1,1,1,0,0,"2700050L05Rik"
"337",2,3,3,2,1,3,0,1,0,2,"2700060E02Rik"
"338",2,0,0,2,0,1,0,0,0,0,"2700062C07Rik"
"339",3,4,0,8,2,1,2,5,1,6,"2700078E11Rik"
"340",3,4,1,3,3,2,5,2,1,2,"2700078K21Rik"
"341",3,1,0,2,5,3,0,8,1,3,"2700081O15Rik"
"342",2,3,1,6,4,6,3,5,5,6,"2700089E24Rik"
"343",0,0,0,0,0,1,2,0,0,1,"2700090O03Rik"
"344",8,8,7,9,3,2,10,6,4,4,"2700094K13Rik"
"345",0,1,0,0,1,0,1,0,1,0,"2700097O09Rik"
"346",1,1,0,0,0,0,0,0,0,0,"2700099C18Rik"
"347",1,0,0,0,0,1,0,1,1,0,"2810001G20Rik"
"348",0,0,0,0,0,0,0,0,0,0,"2810002D19Rik"
"349",3,3,3,2,2,2,2,4,4,2,"2810002N01Rik"
"350",0,3,2,1,0,0,0,3,0,3,"2810004N23Rik"
"351",0,0,2,0,0,3,1,0,3,0,"2810006K23Rik"
"352",1,3,1,2,0,0,0,3,2,2,"2810008D09Rik"
"353",1,6,8,5,3,5,2,6,6,5,"2810008M24Rik"
"354",1,2,0,1,1,0,0,1,2,0,"2810021B07Rik"
"355",0,0,0,0,0,0,0,0,0,0,"2810021J22Rik"
"356",10,3,4,1,1,1,3,3,4,1,"2810025M15Rik"
"357",0,0,0,0,0,0,1,0,0,1,"2810030E01Rik"
"358",0,0,0,0,0,1,0,0,0,0,"2810032G03Rik"
"359",3,4,6,2,1,0,2,0,0,3,"2810046L04Rik"
"360",0,0,0,0,0,0,1,2,0,0,"2810055F11Rik"
"361",0,0,0,0,0,0,0,0,0,0,"2810055G20Rik"
"362",3,3,7,10,3,3,10,6,5,6,"2810403A07Rik"
"363",0,0,0,0,0,0,0,0,1,0,"2810405F15Rik"
"364",3,10,7,7,5,5,1,6,9,7,"2810405K02Rik"
"365",8,7,8,14,10,8,15,21,9,6,"2810407C02Rik"
"366",2,6,0,1,2,1,4,2,3,0,"2810408M09Rik"
"367",0,0,0,0,0,0,0,2,0,0,"2810410L24Rik"
"368",1,2,1,1,0,1,1,0,1,0,"2810417H13Rik"
"369",4,2,3,1,0,2,0,4,1,2,"2810422J05Rik"
"370",5,1,5,12,3,8,1,5,12,6,"2810428I15Rik"
"371",3,0,8,1,6,4,0,10,2,4,"2810432D09Rik"
"372",3,3,10,6,3,1,2,4,1,0,"2810432L12Rik"
"373",5,1,3,2,1,2,2,0,1,0,"2810453I06Rik"
"374",0,4,2,2,4,0,2,2,3,0,"2810459M11Rik"
"375",0,0,1,0,1,0,0,0,0,1,"2810474O19Rik"
"376",0,0,0,0,0,0,0,0,0,0,"2900005J15Rik"
"377",0,0,0,0,0,0,0,0,0,0,"2900006K08Rik"
"378",4,18,4,19,3,12,6,11,8,8,"2900010M23Rik"
"379",8,3,9,11,1,9,15,5,3,12,"2900011O08Rik"
"380",1,1,1,0,0,0,2,4,1,0,"2900026A02Rik"
"381",2,0,0,0,0,0,0,0,0,0,"2900052N01Rik"
"382",4,1,1,4,2,0,0,2,0,2,"2900053A13Rik"
"383",0,0,0,0,0,0,0,0,0,0,"2900056M20Rik"
"384",0,0,0,0,0,0,0,0,0,0,"2900060B14Rik"
"385",9,21,29,17,32,15,5,15,20,10,"2900064A13Rik"
"386",19,8,20,16,19,8,7,15,32,5,"2900073G15Rik"
"387",0,0,0,0,0,2,4,0,0,0,"2900079G21Rik"
"388",1,2,0,2,4,0,2,2,3,1,"2900092D14Rik"
"389",2,5,0,2,1,2,2,2,1,4,"2900092E17Rik"
"390",9,5,14,8,23,15,22,7,11,7,"2900097C17Rik"
"391",0,0,0,1,0,0,2,0,0,0,"3010026O09Rik"
"392",4,2,7,8,1,7,1,8,1,2,"3110001D03Rik"
"393",0,0,0,0,0,0,0,0,1,0,"3110001I22Rik"
"394",4,2,5,3,0,1,3,2,0,2,"3110002H16Rik"
"395",1,1,2,2,0,5,4,4,0,7,"3110003A17Rik"
"396",0,0,0,0,0,0,1,1,0,1,"3110007F17Rik"
"397",1,1,1,0,2,0,2,2,0,0,"3110009E18Rik"
"398",10,25,35,13,15,10,15,30,21,7,"3110035E14Rik"
"399",1,0,0,0,0,0,0,0,0,1,"3110039M20Rik"
"400",0,0,4,0,3,0,2,0,0,3,"3110040N11Rik"
"401",0,3,2,5,9,1,0,4,4,7,"3110043O21Rik"
"402",0,1,0,0,0,0,0,0,0,0,"3110047P20Rik"
"403",8,7,9,6,2,1,6,1,1,6,"3110056O03Rik"
"404",0,0,0,1,0,0,1,0,0,0,"3110057O12Rik"
"405",0,0,0,0,0,0,0,0,0,0,"3110079O15Rik"
"406",1,0,0,1,1,0,0,0,0,0,"3110082D06Rik"
"407",1,1,0,0,2,0,1,1,1,1,"3110082I17Rik"
"408",0,2,0,0,0,0,0,0,1,1,"3200002M19Rik"
"409",2,2,3,5,3,1,8,3,3,3,"3230401D17Rik"
"410",7,0,4,3,2,1,6,7,1,4,"3632451O06Rik"
