"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","Gene"
"7722",0,0,0,0,0,0,0,0,0,0,"Nlrc3"
"7723",2,0,1,0,1,1,0,1,0,1,"Nlrp3"
"7724",0,0,1,1,0,0,2,0,1,1,"Nlrx1"
"7725",0,0,7,0,0,1,0,0,0,0,"Nmb"
"7726",3,2,2,2,1,1,4,3,2,0,"Nmd3"
"7727",13,4,12,21,5,7,11,10,11,14,"Nme1"
"7728",6,7,7,8,1,7,8,10,5,3,"Nme2"
"7729",4,6,3,3,3,2,4,0,2,5,"Nme3"
"7730",3,0,0,0,0,0,0,0,0,0,"Nme4"
"7731",0,1,1,0,0,0,0,0,0,1,"Nme5"
"7732",0,1,0,0,2,0,3,0,0,0,"Nme6"
"7733",1,0,0,0,1,1,2,6,1,1,"Nme7"
"7734",1,0,0,0,0,0,0,0,1,0,"Nmi"
"7735",0,0,1,2,1,0,0,0,0,0,"Nmnat1"
"7736",4,2,1,4,3,2,2,1,4,1,"Nmnat2"
"7737",2,3,5,3,2,1,2,3,3,2,"Nmral1"
"7738",6,4,7,6,11,5,3,8,10,4,"Nmt1"
"7739",2,0,0,0,0,0,0,0,1,2,"Nmt2"
"7740",30,35,38,39,71,37,38,32,30,50,"Nnat"
"7741",0,0,0,0,0,0,0,0,0,0,"Nnmt"
"7742",1,3,3,1,0,2,4,0,9,5,"Nnt"
"7743",3,0,5,2,3,3,1,3,0,1,"Nob1"
"7744",0,3,0,2,1,0,1,3,0,0,"Noc3l"
"7745",2,1,0,1,1,1,1,1,1,0,"Noc4l"
"7746",3,1,0,0,0,2,1,0,0,2,"Nod1"
"7747",0,0,0,0,0,0,2,2,0,0,"Nog"
"7748",1,0,1,1,3,2,0,0,0,4,"Nol10"
"7749",0,0,0,4,1,0,1,1,3,1,"Nol11"
"7750",0,3,3,1,0,2,1,2,1,0,"Nol12"
"7751",0,1,0,0,1,0,0,1,0,0,"Nol3"
"7752",0,1,2,1,1,2,3,1,0,1,"Nol4"
"7753",3,2,3,1,3,3,4,2,3,0,"Nol6"
"7754",7,3,4,6,3,3,2,5,4,6,"Nol7"
"7755",0,0,1,1,1,0,0,0,1,1,"Nol8"
"7756",0,0,1,1,2,0,2,1,7,2,"Nol9"
"7757",2,3,5,1,1,1,0,3,2,8,"Nolc1"
"7758",1,2,1,2,0,0,0,0,0,0,"Nom1"
"7759",8,0,7,5,8,7,6,10,9,7,"Nomo1"
"7760",10,3,14,10,2,6,3,17,10,6,"Nono"
"7761",2,3,4,8,10,9,6,5,5,4,"Nop10"
"7762",6,0,1,0,0,1,3,1,2,1,"Nop14"
"7763",0,2,0,4,3,2,0,0,6,2,"Nop16"
"7764",3,0,3,1,3,0,1,0,1,2,"Nop2"
"7765",5,3,5,3,2,2,13,2,4,0,"Nop56"
"7766",2,1,1,2,0,4,0,3,0,2,"Nop58"
"7767",1,1,1,0,1,0,1,0,0,0,"Nos1"
"7768",0,1,0,0,1,2,0,0,0,0,"Nos1ap"
"7769",0,0,0,0,0,0,0,0,0,1,"Nos2"
"7770",0,0,5,0,0,4,8,3,4,0,"Nos3"
"7771",3,5,0,3,1,0,1,4,4,3,"Nosip"
"7772",2,0,2,0,1,3,2,0,3,0,"Nostrin"
"7773",0,2,4,4,4,4,2,2,4,3,"Notch1"
"7774",1,0,0,0,0,1,0,2,0,2,"Notch2"
"7775",2,1,2,4,1,1,2,3,2,0,"Notch3"
"7776",1,0,0,0,1,0,3,3,2,0,"Notch4"
"7777",1,0,1,5,0,3,1,1,1,0,"Notum"
"7778",4,1,3,3,2,3,3,1,0,3,"Nov"
"7779",4,3,6,1,2,0,12,0,1,2,"Nova1"
"7780",2,1,0,2,0,3,1,0,0,2,"Nova2"
"7781",0,0,1,1,0,0,1,0,1,0,"Nox4"
"7782",0,0,0,0,0,0,0,0,0,0,"Noxo1"
"7783",0,0,1,0,1,1,0,0,1,1,"Npas1"
"7784",0,0,0,1,0,1,0,0,1,0,"Npas2"
"7785",3,2,0,0,3,1,1,0,1,3,"Npas3"
"7786",4,6,0,1,2,3,0,2,0,3,"Npas4"
"7787",1,0,3,1,1,1,3,0,0,2,"Npat"
"7788",0,0,0,0,1,0,1,0,0,1,"Npb"
"7789",12,6,8,8,6,6,7,4,10,8,"Npc1"
"7790",16,18,9,16,18,18,8,10,28,15,"Npc2"
"7791",3,0,2,0,2,0,3,0,3,0,"Npcd"
"7792",17,15,35,6,16,9,6,8,14,7,"Npdc1"
"7793",13,6,9,0,4,7,1,3,2,5,"Npepl1"
"7794",2,6,5,4,6,2,3,4,2,5,"Npepps"
"7795",1,0,0,3,0,0,1,0,0,1,"Npff"
"7796",0,0,1,0,1,0,1,0,0,0,"Nphp1"
"7797",0,0,0,1,2,2,0,1,2,0,"Nphp3"
"7798",1,5,3,3,2,11,9,7,6,2,"Npl"
"7799",4,7,2,3,9,1,7,3,1,8,"Nploc4"
"7800",1,1,2,7,0,6,2,5,1,5,"Npm1"
"7801",7,4,1,1,1,1,2,6,1,2,"Npm3-ps1"
"7802",2,1,1,1,0,0,0,2,1,4,"Npnt"
"7803",2,1,0,0,3,0,0,0,0,4,"Nppc"
"7804",0,0,0,0,0,0,0,0,0,0,"Npr1"
"7805",4,5,4,6,2,0,5,0,1,5,"Npr2"
"7806",2,0,1,1,5,1,2,0,0,2,"Nprl2"
"7807",2,2,0,4,0,0,0,1,1,1,"Nprl3"
"7808",25,19,33,15,14,20,13,12,9,30,"Nptn"
"7809",0,3,0,2,0,1,3,0,1,0,"Nptx1"
"7810",4,2,7,4,1,1,1,3,2,2,"Nptx2"
"7811",1,2,2,1,1,3,1,5,0,4,"Nptxr"
"7812",12,15,7,21,26,4,28,14,9,33,"Npy"
"7813",0,0,0,0,0,0,0,1,0,0,"Npy1r"
"7814",0,0,0,0,1,0,0,0,0,0,"Npy2r"
"7815",0,0,0,0,0,0,0,0,0,0,"Nqo1"
"7816",1,0,0,0,0,0,1,0,0,1,"Nqo2"
"7817",13,11,12,10,12,3,23,4,12,28,"Nr1d1"
"7818",3,6,2,2,1,4,5,7,4,4,"Nr1d2"
"7819",1,7,2,15,8,7,3,11,3,1,"Nr1h2"
"7820",0,0,0,0,0,0,0,0,0,0,"Nr1h3"
"7821",0,0,4,1,1,0,1,3,2,0,"Nr2c1"
"7822",0,2,0,3,0,1,6,0,1,4,"Nr2c2"
"7823",0,1,1,0,7,0,1,1,1,0,"Nr2c2ap"
"7824",2,0,4,3,1,1,2,2,1,3,"Nr2e1"
"7825",7,1,10,3,3,1,5,0,0,3,"Nr2f1"
"7826",1,1,0,0,0,0,0,0,0,2,"Nr2f2"
"7827",4,2,3,3,2,4,4,0,2,5,"Nr2f6"
"7828",4,3,8,2,2,4,5,2,3,2,"Nr3c1"
"7829",0,0,3,1,1,0,0,0,0,1,"Nr3c2"
"7830",19,66,33,31,39,47,74,27,65,45,"Nr4a1"
"7831",2,7,3,5,1,4,11,3,2,6,"Nr4a2"
"7832",1,6,2,5,3,0,6,3,4,0,"Nr4a3"
"7833",0,2,2,0,0,2,4,0,0,2,"Nradd"
"7834",5,12,19,8,4,7,6,2,6,11,"Nrarp"
"7835",3,4,5,3,8,3,5,7,10,5,"Nras"
"7836",2,2,1,0,0,1,3,0,1,2,"Nrbf2"
"7837",2,2,6,6,8,6,5,9,5,6,"Nrbp1"
"7838",1,7,3,8,9,0,7,5,2,6,"Nrbp2"
"7839",3,8,3,1,1,0,7,1,2,4,"Nrcam"
"7840",3,5,12,7,4,6,7,4,5,3,"Nrd1"
"7841",0,1,0,1,0,1,1,0,2,5,"Nrf1"
"7842",2,2,0,3,0,0,1,1,0,0,"Nrg1"
"7843",0,0,0,0,0,0,0,0,0,0,"Nrg2"
"7844",1,0,1,1,2,0,0,0,0,0,"Nrg3"
"7845",28,7,17,19,17,25,9,13,6,33,"Nrgn"
"7846",0,0,1,1,1,1,2,1,1,1,"Nrip1"
"7847",0,0,0,0,1,0,0,0,0,0,"Nrip2"
"7848",0,0,0,2,1,1,0,1,0,0,"Nrip3"
"7849",1,2,3,1,2,2,3,1,8,3,"Nrm"
"7850",7,3,1,5,5,0,5,2,3,9,"Nrn1"
"7851",7,0,4,6,1,1,0,5,1,6,"Nrp1"
"7852",2,0,2,2,0,0,1,1,0,0,"Nrp2"
"7853",1,6,3,4,5,5,1,4,5,6,"Nrsn1"
"7854",1,1,2,1,0,0,0,0,0,0,"Nrsn2"
"7855",0,0,0,1,0,0,0,0,0,0,"Nrtn"
"7856",6,6,6,8,7,5,9,6,5,10,"Nrxn1"
"7857",7,25,12,15,4,7,42,6,2,21,"Nrxn2"
"7858",2,2,0,2,0,0,2,0,0,0,"Nrxn3"
"7859",0,3,2,4,0,1,0,0,0,2,"Nsa2"
"7860",0,3,0,1,3,3,0,0,0,4,"Nsd1"
"7861",5,2,3,2,9,6,7,6,0,7,"Nsdhl"
"7862",2,4,3,6,3,4,7,0,4,5,"Nsf"
"7863",8,6,1,1,0,0,5,5,2,1,"Nsfl1c"
"7864",20,4,19,16,17,16,18,10,1,6,"Nsg1"
"7865",19,25,14,37,13,3,25,27,4,20,"Nsg2"
"7866",3,1,1,3,1,1,0,1,4,0,"Nsmaf"
"7867",3,3,9,2,0,3,4,3,0,5,"Nsmce1"
"7868",1,3,6,1,3,3,0,1,2,0,"Nsmce2"
"7869",3,3,2,1,4,0,3,1,4,1,"Nsmce4a"
"7870",1,2,0,5,0,0,5,1,2,1,"Nsun2"
"7871",0,0,0,0,0,0,0,0,0,0,"Nsun3"
"7872",0,1,0,1,0,0,1,0,0,0,"Nsun4"
"7873",4,0,1,1,0,1,0,0,0,1,"Nsun5"
"7874",0,0,0,0,0,0,1,1,0,1,"Nsun6"
"7875",4,3,4,5,0,1,4,7,5,7,"Nt5c"
"7876",4,4,0,1,2,2,1,4,1,4,"Nt5c2"
"7877",1,9,2,0,1,3,2,8,0,7,"Nt5c3"
"7878",0,3,7,0,3,1,7,2,4,4,"Nt5c3l"
"7879",0,0,0,0,0,0,0,0,0,0,"Nt5dc1"
"7880",2,2,2,5,2,0,1,7,0,0,"Nt5dc2"
"7881",1,1,1,2,0,1,0,2,0,6,"Nt5dc3"
"7882",0,1,0,0,3,0,2,0,0,2,"Nt5e"
"7883",0,6,3,3,7,2,2,0,1,7,"Nt5m"
"7884",3,1,4,6,4,6,9,4,1,8,"Ntan1"
"7885",0,0,0,0,0,0,0,0,0,1,"Nthl1"
"7886",4,2,6,6,12,5,4,2,2,13,"Ntm"
"7887",0,3,2,4,2,0,1,0,4,0,"Ntn1"
"7888",0,3,0,2,0,2,0,1,0,0,"Ntn3"
"7889",0,0,0,2,0,0,2,4,1,0,"Ntn4"
"7890",0,1,0,1,0,0,0,0,0,0,"Ntn5"
"7891",0,0,1,0,0,0,0,0,0,0,"Ntng1"
"7892",3,1,0,1,5,0,1,1,1,0,"Ntng2"
"7893",3,5,2,2,1,6,1,5,3,0,"Ntpcr"
"7894",0,0,0,0,0,0,0,0,0,0,"Ntrk1"
"7895",24,15,20,8,13,8,21,7,24,8,"Ntrk2"
"7896",4,4,3,4,1,2,8,2,5,3,"Ntrk3"
"7897",0,0,0,0,0,0,1,0,0,0,"Nts"
"7898",2,0,0,1,0,2,2,2,0,2,"Ntsr1"
"7899",5,4,12,5,5,1,20,2,5,3,"Ntsr2"
"7900",3,0,0,3,4,5,0,0,0,1,"Nuak1"
"7901",1,3,0,0,0,0,0,0,0,1,"Nuak2"
"7902",1,1,1,4,2,2,2,0,0,1,"Nub1"
"7903",0,0,1,0,0,3,1,0,0,3,"Nubp1"
"7904",3,7,3,3,0,3,2,4,5,4,"Nubp2"
"7905",0,0,0,0,0,0,0,1,0,0,"Nubpl"
"7906",6,18,3,11,5,9,10,27,6,10,"Nucb1"
"7907",1,0,2,0,1,1,1,0,0,0,"Nucb2"
"7908",6,3,3,1,6,1,1,4,3,2,"Nucks1"
"7909",8,8,2,4,1,6,10,7,5,5,"Nudc"
"7910",3,0,0,1,0,1,0,0,1,0,"Nudcd1"
"7911",0,3,3,3,0,0,2,0,1,1,"Nudcd2"
"7912",5,3,4,5,5,0,4,2,8,1,"Nudcd3"
"7913",0,0,1,1,0,1,0,0,1,0,"Nudt1"
"7914",0,0,0,0,3,0,0,0,1,1,"Nudt10"
"7915",0,1,0,2,0,1,5,1,0,5,"Nudt11"
"7916",0,0,0,0,0,0,1,0,0,0,"Nudt12"
"7917",0,1,2,1,0,1,0,0,0,1,"Nudt13"
"7918",7,1,2,4,2,4,2,3,5,1,"Nudt14"
"7919",2,3,6,0,1,0,2,2,0,4,"Nudt16"
"7920",7,16,12,8,12,3,5,16,7,4,"Nudt16l1"
"7921",0,1,0,0,0,0,2,1,0,0,"Nudt17"
"7922",0,0,1,0,0,0,0,0,2,2,"Nudt18"
"7923",2,0,0,0,4,0,0,1,0,4,"Nudt19"
"7924",4,3,3,0,5,1,4,1,3,1,"Nudt2"
"7925",5,5,1,1,0,0,1,5,2,0,"Nudt21"
"7926",1,1,2,0,0,0,2,2,0,1,"Nudt22"
"7927",16,13,9,27,17,15,12,6,14,16,"Nudt3"
"7928",9,6,7,8,2,7,6,7,6,5,"Nudt4"
"7929",1,2,6,0,0,0,2,1,2,1,"Nudt5"
"7930",0,0,0,0,1,0,0,0,0,1,"Nudt6"
"7931",1,1,0,2,5,1,3,0,1,0,"Nudt8"
"7932",1,8,9,4,2,5,13,9,5,4,"Nudt9"
"7933",1,0,1,0,2,0,1,0,0,0,"Nuf2"
"7934",3,0,0,0,1,1,1,1,2,2,"Nufip1"
"7935",1,3,1,1,0,3,2,1,2,1,"Nufip2"
"7936",3,4,0,7,1,0,2,3,5,9,"Numa1"
"7937",4,0,1,3,2,2,6,2,4,2,"Numb"
"7938",0,2,1,2,3,1,3,0,1,1,"Numbl"
"7939",0,2,1,1,0,0,3,2,0,1,"Nup107"
"7940",2,0,0,0,1,2,1,0,0,1,"Nup133"
"7941",1,2,3,1,0,0,6,3,3,3,"Nup153"
"7942",0,0,2,0,2,0,2,0,0,2,"Nup155"
"7943",0,1,1,1,2,0,2,0,0,1,"Nup160"
"7944",0,1,1,0,0,2,2,0,1,3,"Nup188"
"7945",1,0,0,0,1,3,0,1,0,4,"Nup205"
"7946",3,4,0,2,0,0,2,2,0,0,"Nup210"
"7947",1,0,0,1,0,0,1,0,0,0,"Nup214"
"7948",0,0,0,0,2,1,0,0,0,0,"Nup37"
"7949",3,0,1,1,2,2,2,0,0,0,"Nup43"
"7950",2,2,3,2,0,7,2,1,2,5,"Nup50"
"7951",0,0,0,0,2,0,2,2,0,0,"Nup54"
"7952",7,0,2,8,4,1,1,1,0,2,"Nup62"
"7953",1,0,3,3,0,4,3,4,5,3,"Nup85"
"7954",2,0,6,4,0,3,3,1,3,0,"Nup88"
"7955",4,1,0,1,6,1,1,0,4,4,"Nup93"
"7956",2,2,1,0,0,0,3,3,0,5,"Nup98"
"7957",4,0,1,5,3,1,2,1,5,3,"Nupl1"
"7958",0,0,2,1,0,0,0,0,0,1,"Nupl2"
"7959",1,0,0,1,0,1,1,0,0,0,"Nupr1"
"7960",6,1,5,6,1,5,1,3,2,2,"Nus1"
"7961",0,1,0,0,3,0,0,1,0,2,"Nusap1"
"7962",1,1,0,0,3,0,1,0,2,1,"Nutf2"
"7963",1,1,1,3,3,2,3,1,3,1,"Nvl"
"7964",0,1,1,0,1,1,7,2,2,1,"Nwd1"
"7965",7,6,3,5,5,10,6,4,3,11,"Nxf1"
"7966",1,0,1,1,0,0,3,0,0,0,"Nxn"
"7967",5,1,5,1,4,4,13,7,5,6,"Nxph1"
"7968",0,0,0,0,0,0,0,0,0,0,"Nxph2"
"7969",2,0,1,1,0,4,0,1,0,0,"Nxph3"
"7970",1,5,0,0,2,0,2,3,1,2,"Nxph4"
"7971",0,1,5,2,1,3,1,4,0,0,"Nxt1"
"7972",5,6,3,2,2,3,3,2,5,6,"Nxt2"
"7973",2,0,1,1,1,0,0,0,0,1,"Nynrin"
"7974",0,0,0,6,2,3,0,1,2,0,"ORF19"
"7975",8,10,4,19,4,9,7,2,22,28,"ORF61"
"7976",1,2,1,0,2,1,2,1,1,0,"Oaf"
"7977",0,0,0,0,0,0,0,1,0,0,"Oas1a"
"7978",6,6,4,3,5,7,2,1,1,7,"Oat"
"7979",1,2,0,4,2,4,3,6,2,2,"Oaz1"
"7980",13,9,4,8,2,11,11,13,14,20,"Oaz2-ps"
"7981",1,1,1,0,1,1,1,2,0,0,"Obfc1"
"7982",7,1,4,2,5,5,8,3,8,9,"Obfc2b"
"7983",0,0,0,0,2,0,6,2,0,2,"Obsl1"
"7984",2,3,1,1,1,0,1,0,2,1,"Ocel1"
"7985",20,15,15,33,10,14,29,9,7,30,"Ociad1"
"7986",0,0,0,0,0,0,0,0,0,2,"Ociad2"
"7987",0,2,0,7,0,7,1,1,0,0,"Ocln"
"7988",1,2,0,0,1,1,3,0,0,6,"Ocrl"
"7989",7,4,2,7,1,6,8,5,6,2,"Odc1"
"7990",3,3,11,2,1,0,2,2,2,5,"Odf2"
"7991",0,0,0,0,0,1,2,0,0,0,"Odf2l"
"7992",0,0,0,0,0,0,0,0,0,1,"Odf3b"
"7993",0,0,0,0,0,0,0,1,0,0,"Odz1"
"7994",0,2,0,0,1,1,0,0,0,0,"Odz2"
"7995",0,0,0,0,1,1,2,1,1,0,"Odz3"
"7996",1,3,1,0,0,0,0,0,0,1,"Odz4"
"7997",0,1,0,1,0,0,1,0,1,2,"Ofd1"
"7998",5,6,2,10,4,6,6,2,4,3,"Ogdh"
"7999",1,0,1,3,3,0,3,0,4,0,"Ogdhl"
"8000",2,0,3,4,2,1,0,1,2,5,"Ogfod1"
"8001",1,4,4,3,1,1,2,3,2,1,"Ogfod2"
"8002",14,1,6,4,11,2,2,6,3,1,"Ogfr"
"8003",1,1,3,0,1,0,0,1,1,0,"Ogfrl1"
"8004",3,0,1,0,1,0,1,2,3,1,"Ogg1"
"8005",0,0,0,0,0,0,0,0,0,0,"Ogn"
"8006",4,11,9,12,6,2,9,1,2,13,"Ogt"
"8007",2,1,2,2,3,8,0,2,2,4,"Ola1"
"8008",12,9,11,24,31,8,23,22,4,38,"Olfm1"
"8009",5,7,22,13,7,4,10,13,14,19,"Olfm2"
"8010",0,0,0,0,1,0,1,0,0,1,"Olfm3"
"8011",0,0,0,1,0,0,0,0,0,3,"Olfml1"
"8012",1,0,1,1,0,1,0,0,0,0,"Olfml2a"
"8013",0,0,0,0,1,5,0,0,2,0,"Olfml2b"
"8014",17,24,3,6,14,14,7,22,21,18,"Olfml3"
"8015",0,0,0,0,0,1,0,0,0,0,"Olfr1372-ps1"
"8016",149,59,231,60,55,26,102,58,111,124,"Olig1"
"8017",15,12,18,6,18,6,19,22,11,18,"Olig2"
"8018",1,0,0,0,0,1,1,0,0,0,"Oma1"
"8019",2,13,4,6,5,6,13,7,10,7,"Omg"
"8020",2,0,3,0,1,2,4,2,1,0,"Opa1"
"8021",0,2,3,3,1,3,1,0,6,1,"Opa3"
"8022",8,9,5,8,17,5,4,7,7,10,"Opalin"
"8023",8,1,2,5,3,4,5,6,2,3,"Opcml"
"8024",0,3,4,2,4,5,1,1,2,3,"Ophn1"
"8025",0,0,1,6,0,0,2,2,1,0,"Oplah"
"8026",0,0,0,2,3,0,0,0,0,0,"Opn3"
"8027",1,1,2,0,1,0,3,2,0,0,"Oprl1"
"8028",1,3,0,1,2,2,0,2,0,0,"Optn"
"8029",3,1,4,2,4,3,1,3,0,2,"Orai1"
"8030",0,1,1,2,3,4,3,1,2,5,"Orai2"
"8031",1,0,2,0,2,1,3,1,3,0,"Orai3"
"8032",0,0,0,1,3,5,2,0,0,2,"Oraov1"
"8033",0,2,1,0,1,0,5,1,0,0,"Orc2"
"8034",2,1,0,1,4,2,5,0,0,1,"Orc3"
"8035",0,3,2,1,0,0,2,1,1,1,"Orc4"
"8036",3,1,0,1,1,1,1,5,0,0,"Orc5"
"8037",0,6,2,0,1,0,0,0,0,2,"Orc6"
"8038",0,1,5,2,4,0,2,0,0,4,"Ormdl1"
"8039",1,2,0,0,1,2,0,0,1,0,"Ormdl2"
"8040",2,8,0,14,5,1,9,15,7,9,"Ormdl3"
"8041",14,7,10,4,3,9,16,5,7,4,"Os9"
"8042",2,2,0,1,0,1,2,2,2,2,"Osbp"
"8043",0,0,0,0,1,0,0,0,0,2,"Osbp2"
"8044",0,1,0,1,0,3,1,2,0,3,"Osbpl10"
"8045",4,0,1,1,3,1,1,2,2,2,"Osbpl11"
"8046",5,4,2,10,8,7,6,5,3,14,"Osbpl1a"
"8047",0,1,3,2,4,2,1,0,2,6,"Osbpl2"
"8048",1,2,0,3,0,2,2,0,0,1,"Osbpl5"
"8049",2,0,0,0,1,0,0,0,1,2,"Osbpl6"
"8050",0,1,0,3,2,1,3,0,0,1,"Osbpl7"
"8051",1,5,1,3,1,1,1,1,1,1,"Osbpl8"
"8052",2,0,4,0,0,2,1,2,1,3,"Osbpl9"
"8053",0,0,0,0,2,0,1,2,0,0,"Oscp1"
"8054",3,1,2,4,2,2,1,1,5,2,"Osgep"
"8055",2,1,0,1,0,0,2,4,1,1,"Osgepl1"
"8056",1,4,1,5,1,3,0,3,0,5,"Osgin1"
"8057",3,1,2,0,2,0,2,1,4,4,"Osgin2"
"8058",1,7,0,1,4,3,2,3,1,0,"Osm"
"8059",1,0,1,2,0,1,0,0,0,2,"Osmr"
"8060",5,8,6,2,7,8,2,6,7,2,"Ost4"
"8061",6,11,9,7,6,4,15,9,22,7,"Ostc"
"8062",10,1,13,13,4,1,9,4,4,5,"Ostf1"
"8063",4,0,2,1,1,5,8,0,0,2,"Ostm1"
"8064",4,5,1,4,6,10,7,8,14,5,"Otub1"
"8065",1,0,1,4,3,4,2,0,1,1,"Otub2"
"8066",0,2,4,2,0,4,1,3,5,2,"Otud1"
"8067",0,0,0,0,0,0,0,0,0,1,"Otud3"
"8068",0,3,2,1,1,1,0,2,0,0,"Otud4"
"8069",3,7,9,3,6,4,2,1,4,3,"Otud5"
"8070",1,2,2,2,3,0,1,3,1,1,"Otud6b"
"8071",1,0,0,1,0,8,2,1,0,0,"Otud7a"
"8072",0,3,1,1,1,0,2,2,2,1,"Otud7b"
"8073",0,0,0,1,0,0,3,0,2,1,"Otx1"
"8074",0,1,1,0,0,5,1,2,1,0,"Ovca2"
"8075",0,0,2,0,1,2,0,0,0,1,"Ovgp1"
"8076",6,5,5,6,3,3,2,10,3,0,"Oxa1l"
"8077",13,5,13,13,9,16,19,25,13,14,"Oxct1"
"8078",0,2,1,3,1,0,0,0,0,4,"Oxnad1"
"8079",5,2,6,6,2,1,5,6,2,2,"Oxr1"
"8080",2,2,1,1,0,4,4,3,0,1,"Oxsr1"
"8081",0,0,0,0,0,0,0,0,0,0,"Oxtr"
"8082",1,1,0,0,0,3,0,0,0,2,"P2rx1"
"8083",2,1,0,0,0,2,1,1,2,0,"P2rx4"
"8084",0,0,0,1,0,0,0,0,0,3,"P2rx5"
"8085",0,0,0,0,0,0,0,0,0,0,"P2rx6"
"8086",1,2,4,0,1,2,1,4,3,1,"P2rx7"
"8087",1,0,0,1,1,0,2,0,0,0,"P2ry1"
"8088",7,15,7,10,15,20,4,6,10,14,"P2ry12"
"8089",10,2,2,7,16,16,5,7,11,12,"P2ry13"
"8090",4,0,1,0,0,0,1,1,0,0,"P2ry14"
"8091",0,1,0,0,0,1,0,0,0,0,"P2ry2"
"8092",0,4,0,1,3,8,0,1,8,6,"P2ry6"
"8093",4,6,0,7,6,4,3,3,5,9,"P4ha1"
"8094",0,0,0,0,0,0,0,0,0,1,"P4ha2"
"8095",0,1,0,1,0,0,2,0,2,0,"P4ha3"
"8096",32,35,25,13,17,66,39,31,39,27,"P4hb"
"8097",5,2,1,2,2,5,3,7,1,6,"P4htm"
"8098",6,8,2,5,3,11,2,13,14,11,"Pa2g4"
"8099",5,4,13,9,9,17,8,19,17,14,"Pabpc1"
"8100",0,1,1,1,1,1,1,1,1,0,"Pabpc4"
"8101",13,16,10,16,11,4,14,7,12,22,"Pabpn1"
"8102",2,0,1,3,0,0,2,0,0,2,"Pacrg"
"8103",1,0,1,0,0,0,3,0,2,0,"Pacrgl"
"8104",5,2,2,4,1,0,5,4,1,1,"Pacs1"
"8105",26,27,13,18,13,4,3,11,10,14,"Pacs2"
"8106",1,2,2,2,4,0,1,0,2,0,"Pacsin1"
"8107",4,0,0,6,5,1,3,1,4,2,"Pacsin2"
"8108",4,4,4,5,0,2,5,3,1,4,"Pacsin3"
"8109",0,0,4,0,1,0,0,2,0,4,"Padi2"
"8110",3,10,1,4,2,5,2,5,2,6,"Paf1"
"8111",14,14,12,18,15,12,11,1,9,17,"Pafah1b1"
"8112",7,7,2,5,8,1,12,8,3,2,"Pafah1b2"
"8113",2,2,0,0,2,0,2,1,2,2,"Pafah1b3"
"8114",2,0,3,1,1,0,0,0,0,1,"Pafah2"
"8115",1,4,5,2,2,0,2,0,2,3,"Pag1"
"8116",9,2,17,8,5,2,3,3,5,6,"Paics"
"8117",1,2,0,0,3,6,9,5,2,2,"Paip1"
"8118",14,12,15,12,6,13,7,11,14,10,"Paip2"
"8119",3,8,0,2,2,0,3,1,2,6,"Paip2b"
"8120",7,13,4,2,4,5,7,5,5,1,"Pak1"
"8121",4,0,4,6,1,3,4,1,3,0,"Pak1ip1"
"8122",3,1,1,1,2,1,7,5,6,5,"Pak2"
"8123",0,3,1,3,2,1,2,1,1,2,"Pak3"
"8124",2,2,3,1,0,0,2,0,0,5,"Pak4"
"8125",3,1,0,2,1,1,1,2,0,3,"Pak6"
"8126",0,0,3,1,0,1,0,2,0,1,"Pak7"
"8127",0,0,0,0,0,0,1,1,0,0,"Palld"
"8128",9,1,1,4,7,3,4,9,2,10,"Palm"
"8129",0,0,0,0,0,0,0,0,0,0,"Palm2"
"8130",0,0,0,0,0,1,0,0,0,1,"Palm3"
"8131",2,0,1,2,0,3,4,1,10,5,"Palmd"
"8132",5,8,1,3,1,5,4,3,2,3,"Pam"
"8133",0,0,0,0,0,1,0,0,0,0,"Pam16"
"8134",3,1,0,3,0,0,1,3,3,1,"Pamr1"
"8135",0,3,1,0,0,0,0,4,1,3,"Pan2"
"8136",2,3,9,1,2,1,2,2,3,2,"Pan3"
"8137",0,0,1,0,0,0,2,1,0,2,"Pank1"
"8138",2,0,2,4,0,0,3,4,0,0,"Pank2"
"8139",5,1,4,2,2,1,7,6,6,4,"Pank3"
"8140",2,2,4,1,0,0,1,5,2,1,"Pank4"
"8141",1,4,4,2,4,2,2,3,0,4,"Panx1"
"8142",0,0,1,0,0,0,8,1,0,2,"Panx2"
"8143",0,0,0,0,0,1,0,0,0,0,"Paox"
"8144",0,1,0,0,2,1,0,0,2,1,"Papd4"
"8145",3,4,3,1,3,0,4,2,2,5,"Papd5"
"8146",1,2,7,1,0,0,3,0,2,1,"Papd7"
"8147",0,3,8,4,4,7,8,7,3,1,"Papola"
"8148",2,0,0,1,0,1,0,4,0,0,"Papolg"
"8149",20,13,28,17,10,10,22,22,14,22,"Papss1"
"8150",1,0,0,1,0,0,1,0,0,2,"Papss2"
"8151",0,0,0,0,0,0,0,0,0,1,"Paqr3"
"8152",1,3,5,6,14,2,4,7,5,5,"Paqr4"
"8153",2,0,1,2,2,0,1,0,1,0,"Paqr6"
"8154",5,5,9,12,7,5,6,8,9,15,"Paqr7"
"8155",0,3,6,7,2,4,4,9,2,13,"Paqr8"
"8156",0,0,0,0,1,0,1,0,0,2,"Paqr9"
"8157",0,1,0,1,1,0,0,0,0,0,"Pard3"
"8158",0,1,0,1,0,0,0,0,0,0,"Pard3b"
"8159",5,2,2,3,3,1,4,4,4,1,"Pard6a"
"8160",0,0,0,0,0,0,0,0,0,4,"Pard6b"
